Algorithm,nn,sim,bin,preposp,nDCGRendle2020,Recall,HR,Precision,MAP,MRR,ItemCoverage,ACLT,APLT,Gini,SEntropy,EFD,EPC,PopREO,PopRSP,Filename_Model,strat,val,h,t,thres,w,imp,shrink,norm,asymalpha,tvalpha,tvbeta,rweights,nb,nt,tr,k,CR
ItemKNNfairness,100,cosine,False,interactions-items,0.0758674397846093,0.0916115237921471,0.4872611464968153,0.0455944798301486,0.0528190639624118,0.1479095909549854,1088.0,8.813163481953291,0.4406581740976645,0.3496951627978825,9.20624601400218,0.4264002715871473,0.0410522695996237,0.5401846360817358,0.5754511450782108,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,100,cosine,False,interactions-items,0.0758674397846093,0.0916115237921471,0.4872611464968153,0.0455944798301486,0.0528190639624118,0.1479095909549854,1088.0,8.813163481953291,0.4406581740976645,0.3496951627978825,9.20624601400218,0.4264002715871473,0.0410522695996237,0.5401846360817358,0.5754511450782108,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,50,cosine,False,interactions-items,0.0571146125877712,0.0733816291395473,0.4235668789808917,0.0329617834394904,0.0371484208489493,0.1110959243720133,1094.0,11.733545647558389,0.5866772823779192,0.3762861403102278,9.354847282974864,0.3145224408809519,0.0297464292973252,0.3325850325164049,0.3463288208617596,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,50,cosine,False,interactions-items,0.0571146125877712,0.0733816291395473,0.4235668789808917,0.0329617834394904,0.0371484208489493,0.1110959243720133,1094.0,11.733545647558389,0.5866772823779192,0.3762861403102278,9.354847282974864,0.3145224408809519,0.0297464292973252,0.3325850325164049,0.3463288208617596,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,50,jaccard,False,interactions-items,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.3457537154989384,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,50,jaccard,False,interactions-items,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.3457537154989384,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,250,cosine,False,interactions-items,0.0911139134549371,0.1080812205851437,0.535031847133758,0.0566878980891719,0.064982452431163,0.1705230579834955,1068.0,6.035031847133758,0.3017515923566879,0.2859049046635047,8.844877350274013,0.5081502799366114,0.0495506548720385,0.7294576284016502,0.7424310967634451,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,250,cosine,False,interactions-items,0.0911139134549371,0.1080812205851437,0.535031847133758,0.0566878980891719,0.064982452431163,0.1705230579834955,1068.0,6.035031847133758,0.3017515923566879,0.2859049046635047,8.844877350274013,0.5081502799366114,0.0495506548720385,0.7294576284016502,0.7424310967634451,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,50,jaccard,False,interactions-users,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.3457537154989384,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,50,jaccard,False,interactions-users,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.3457537154989384,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,250,jaccard,False,interactions-users,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2279723991507431,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemKNNfairness,250,jaccard,False,interactions-users,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2279723991507431,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,nan,,,,,,,,,,,,,,,,,1.0
ItemFairANN,50,cosine,False,,0.0237262668589612,0.0253073473811186,0.2473460721868365,0.0176751592356687,0.018599952908276,0.0590752274787789,1286.0,13.217622080679403,0.6608811040339703,0.4733345470078195,9.708586722730942,0.1705459119065774,0.016301445799491,0.310317698881875,0.2000433218477005,ItemFairANN,rank,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0293098248641794
ItemFairANN,100,cosine,False,,0.0610774110785403,0.0607459447924385,0.4309978768577495,0.040764331210191,0.0495425413687169,0.1432614663959934,1221.0,8.382165605095542,0.419108280254777,0.35506527834915,9.281341581275026,0.3903692971074688,0.0382338797400047,0.6860158450425821,0.6041181384763477,ItemFairANN,uniform,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0281800051070274
ItemFairANN,50,cosine,False,,0.0015999384466072,0.0025355997892935,0.0222929936305732,0.0011677282377919,0.0009264011672451,0.0032813135666806,1168.0,18.87579617834395,0.9437898089171974,0.3020342445349185,9.025405447701964,0.0142751487335147,0.0010547486728624,0.9461435739196952,0.7034075176520797,ItemFairANN,no_sampling,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0816816208648486
ItemFairANN,50,cosine,False,,0.0481235139289237,0.047328431721996,0.3853503184713376,0.031900212314225,0.039704854890712,0.1257340670517791,1209.0,9.654989384288749,0.4827494692144373,0.3617158204833575,9.295359272005308,0.3083248288451575,0.0302117476379595,0.745224610885794,0.5160228937744803,ItemFairANN,uniform,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0165433569019714
ItemFairANN,50,cosine,False,,0.030251623650836,0.0306957250696994,0.31104033970276,0.0214968152866242,0.0249572120936198,0.0776440833826065,1245.0,11.024416135881104,0.5512208067940552,0.3932047626478279,9.45272533897609,0.2127291092947073,0.0207171707597113,0.5255069866241826,0.4083146802436088,ItemFairANN,opt,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0295233514427352
ItemFairANN,250,cosine,False,,0.0826387175059846,0.0881088120779049,0.5201698513800425,0.0555732484076433,0.065163731866019,0.1760621101178376,1050.0,4.067940552016985,0.2033970276008492,0.2155090261129159,8.505463883156327,0.4969057174515786,0.0494146134038615,0.9415579371946776,0.8393552644756374,ItemFairANN,no_sampling,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0816816208648486
ItemFairANN,250,cosine,False,,0.0633960551774941,0.0683432006764402,0.4628450106157112,0.0450636942675159,0.0498563298644888,0.1383626961498379,1149.0,5.843949044585988,0.2921974522292994,0.2924175292424623,8.99897653397581,0.4033963052798549,0.0401759982175699,0.8393927935333607,0.7525273012886854,ItemFairANN,rank,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0714543581435074
ItemFairANN,100,cosine,False,,0.0534555715656945,0.0589156962847574,0.4278131634819533,0.0386942675159235,0.0432224786820621,0.1203653979637001,1180.0,7.33864118895966,0.366932059447983,0.3108694795543135,9.10112545052738,0.3589770182224917,0.0355517215700094,0.724212435133206,0.6690878379773642,ItemFairANN,opt,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0480715468129507
ItemFairANN,250,cosine,False,,0.0741372885628014,0.0812701255182847,0.5,0.0492569002123142,0.0582630289486666,0.1600632811043274,1173.0,5.884288747346072,0.2942144373673035,0.2821509464296693,8.922696449507702,0.4462055036946645,0.0439984854795254,0.8352927739969284,0.7504089872900329,ItemFairANN,uniform,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0502778046826158
ItemFairANN,100,cosine,False,,0.0394447998726588,0.0405475316779668,0.3619957537154989,0.0287154989384288,0.0320148049473417,0.0995810829166757,1278.0,10.367303609341826,0.5183651804670913,0.4193290271532081,9.53219112988858,0.2737466002329207,0.0267632947922101,0.5820701113573448,0.4618358604510641,ItemFairANN,rank,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0474733421972545
ItemFairANN,250,cosine,False,,0.0778015425954994,0.0835600716534128,0.5095541401273885,0.0529193205944798,0.0602573592795697,0.1619457075875555,1094.0,4.732484076433121,0.236624203821656,0.2426414285421561,8.69341278710864,0.4696269728799522,0.0466457127207244,0.9152355048918648,0.8082731199415324,ItemFairANN,opt,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0719100282647553
ItemFairANN,250,cosine,False,,0.0803324906803869,0.0879825148502169,0.5222929936305732,0.0548301486199575,0.0625751736881903,0.1660795064419278,1098.0,4.468152866242038,0.2234076433121019,0.2335787477716464,8.624444231840974,0.4840821389701741,0.0482597975218656,0.9310475347017748,0.8208272878778194,ItemFairANN,approx_degree,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0716034965527564
ItemFairANN,50,cosine,False,,0.032742211534115,0.033733750450815,0.3269639065817409,0.0238853503184713,0.0262577543563917,0.08324326304868,1240.0,11.048832271762208,0.5524416135881105,0.3915075886179402,9.425228715464048,0.2378185922833115,0.0230814744239601,0.4576682694587495,0.4062559624835015,ItemFairANN,approx_degree,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0295398612297369
ItemFairANN,100,cosine,False,,0.011265513961925,0.0135870268604505,0.1263269639065817,0.0078025477707006,0.0079956513697035,0.0259860437901198,1236.0,15.875796178343949,0.7937898089171974,0.3526151532776305,9.264181249674118,0.0852028968444517,0.0075407320415516,0.5281973850357771,0.136710703504124,ItemFairANN,no_sampling,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0816816208648486
ItemFairANN,100,cosine,False,,0.0564748694406906,0.0617352785134594,0.4278131634819533,0.0389596602972399,0.0431021842783344,0.1217824065359609,1166.0,6.924628450106157,0.3462314225053078,0.304207273535434,9.05577857275666,0.3567390786266229,0.0355392852806374,0.7850729215083684,0.6932636644410443,ItemFairANN,approx_degree,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0477958333700217
ItemKNN,100,cosine,False,,0.16250841634583,0.1984626406532917,0.7112526539278131,0.0860934182590233,0.1088446819385003,0.2821622964903022,248.0,0.0828025477707006,0.004140127388535,0.0548707751912325,6.659489532440046,0.7688678390967514,0.0760302523353634,0.9809801834041072,0.9971599465242303,ItemKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
ItemKNN,50,cosine,False,,0.1613142459036341,0.1967808220072765,0.7059447983014862,0.0854564755838641,0.1079355364351839,0.2816574596515093,278.0,0.1411889596602972,0.0070594479830148,0.0555638306088706,6.6787217227169995,0.7633591390579179,0.0754821700711753,0.9808389896716044,0.9951479997932988,ItemKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
ItemKNN,250,jaccard,False,,0.1647550018272569,0.1998393135653188,0.7144373673036093,0.0869957537154989,0.1107787642169975,0.2820573190909508,265.0,0.048832271762208,0.0024416135881104,0.0608969054453005,6.8073002607768025,0.7872101555510408,0.0785651853421631,0.9853468053540564,0.9983269714272556,ItemKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
ItemKNN,100,jaccard,False,,0.1630917508769312,0.1957654810039526,0.7038216560509554,0.0849256900212314,0.1093946669516011,0.285026969943211,264.0,0.0573248407643312,0.0028662420382165,0.0589536864968469,6.761278707853118,0.7772960564540973,0.0776561135343642,0.9849907564585552,0.9980354601973168,ItemKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
ItemKNN,250,cosine,False,,0.1647546736301564,0.1983867022699199,0.7123142250530785,0.0861464968152866,0.1114808716322441,0.2873425033114252,251.0,0.0626326963906581,0.0031316348195329,0.0558444731312957,6.6811371766411805,0.7765367958276048,0.0767624341529263,0.9873110661597956,0.9978531827924604,ItemKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
ItemKNN,50,jaccard,False,,0.161061740502724,0.1955926122544012,0.7038216560509554,0.0841295116772823,0.1067666746875214,0.2781433830800586,293.0,0.0923566878980891,0.0046178343949044,0.0566466016326286,6.7078261823955385,0.7603241468708143,0.0757615518194165,0.9826926039513671,0.9968312493746326,ItemKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserKNN,250,cosine,False,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0350849256900212,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserKNN,250,jaccard,False,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0453821656050955,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserKNN,100,cosine,False,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0428343949044586,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserKNN,50,jaccard,False,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.0839702760084925,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserKNN,100,jaccard,False,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.0520169851380042,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserKNN,50,cosine,False,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.0747876857749469,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNN,nan,,,,,,standard,0.0,True,,,,,,,,,1.0
UserFairANN,250,cosine,False,,0.0719708319634391,0.0829314701412221,0.5042462845010616,0.0425690021231422,0.0509267146843436,0.1553334777333268,589.0,0.9384288747346072,0.0469214437367303,0.1216138087784921,7.725698474190728,0.367444524660144,0.0356867995978751,0.9532594112188588,0.966877869721324,UserFairANN,uniform,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0498127036931856
UserFairANN,250,cosine,False,,0.0793915240606375,0.0902969816075852,0.5074309978768577,0.0464437367303609,0.0569812339343358,0.1680919329210626,491.0,0.4681528662420382,0.0234076433121019,0.0913526480958709,7.326047726110244,0.4003654262375741,0.0388123626610191,0.9804149359402914,0.9837360342447588,UserFairANN,no_sampling,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0685040186439837
UserFairANN,100,cosine,False,,0.0739058426764215,0.0823852444403018,0.4830148619957537,0.0434713375796178,0.0536904184221519,0.1580176850534859,562.0,0.7622080679405521,0.0381104033970276,0.112661146812055,7.619098640885268,0.3769179906231501,0.0365946818813148,0.9707655435858424,0.9732576048174966,UserFairANN,rank,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0535868031608223
UserFairANN,50,cosine,False,,0.065384650337837,0.0765657965785747,0.470276008492569,0.0393312101910828,0.0465916363165912,0.1390567600763613,650.0,1.345010615711253,0.0672505307855626,0.1463328904209562,7.99484243921066,0.3381928955107354,0.0328118947071496,0.9268283164076472,0.951863084847021,UserFairANN,approx_degree,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0367301355475317
UserFairANN,100,cosine,False,,0.0614817581707464,0.0687526404920866,0.440552016985138,0.0357749469214437,0.0444650297719713,0.1386034640123989,724.0,1.908704883227176,0.0954352441613588,0.1778326295597513,8.280907932408018,0.3201579171997843,0.0311299085582226,0.8805203416012803,0.9303372651640052,UserFairANN,uniform,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0300677061499001
UserFairANN,50,cosine,False,,0.0687570965408151,0.077287946658445,0.4692144373673036,0.0408174097664543,0.0492976564845649,0.1467007315590463,581.0,0.8460721868365181,0.0423036093418259,0.1148906037951756,7.638184941029848,0.3499480962481037,0.0338984549664608,0.96005925425564,0.9702309545477352,UserFairANN,no_sampling,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0685040186439837
UserFairANN,250,cosine,False,,0.0792975942661674,0.0914820117666971,0.5106157112526539,0.0462845010615711,0.056509567544396,0.1657832933917018,496.0,0.4798301486199575,0.0239915074309978,0.0929767652264925,7.350694757808586,0.3976845142324912,0.0385593871757543,0.9803478334503628,0.9833238507575568,UserFairANN,rank,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0668181264960039
UserFairANN,100,cosine,False,,0.0793975234022134,0.0902694083316043,0.5084925690021231,0.0464437367303609,0.0570009634551967,0.168304381182874,492.0,0.4692144373673036,0.0234607218683651,0.0914428855820199,7.327249920509549,0.4005610682537822,0.0388302804727396,0.9804149359402914,0.9836985763097638,UserFairANN,no_sampling,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0685040186439837
UserFairANN,50,cosine,False,,0.0658524951109819,0.0725465229989613,0.4564755838641189,0.0388004246284501,0.0482193354537311,0.1472405080500464,662.0,1.4692144373673035,0.0734607218683651,0.1527572477645533,8.05721546198959,0.3461582000048204,0.0336396190581926,0.9167348872305988,0.9471921642480108,UserFairANN,rank,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0367650704784057
UserFairANN,250,cosine,False,,0.0774475082097851,0.0875964293186536,0.4989384288747346,0.0453290870488322,0.0565420659808342,0.1648178078661603,494.0,0.4851380042462845,0.0242569002123142,0.0928724995547236,7.349500476134329,0.3927171876257415,0.0380699394289597,0.9839347861998284,0.9831363882414932,UserFairANN,opt,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0667775568988599
UserFairANN,50,cosine,False,,0.0669866964586391,0.0749761800946633,0.4670912951167728,0.0402866242038216,0.0479662920754658,0.1439629971134477,647.0,1.2749469214437368,0.0637473460721868,0.1456266737280453,7.985693822735469,0.3487786595634518,0.033953597122008,0.9285376422695648,0.954480386834835,UserFairANN,opt,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0367650704784057
UserFairANN,100,cosine,False,,0.0760708551276425,0.0880519968323354,0.5010615711252654,0.0460191082802547,0.0541493132819472,0.1549131398138516,558.0,0.7303609341825902,0.0365180467091295,0.1094803739378376,7.578036212241348,0.3905058771030688,0.037959262308321,0.9528372379961104,0.9744024828467388,UserFairANN,opt,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0538336015434477
UserFairANN,100,cosine,False,,0.0757398535973068,0.086819348320383,0.5021231422505308,0.0446390658174097,0.0528778437418389,0.1573174705894924,548.0,0.7133757961783439,0.0356687898089171,0.1103932305335279,7.590575784614256,0.380884199789165,0.0369445467981165,0.9473881480089096,0.9750120799926404,UserFairANN,approx_degree,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0533760666423249
UserFairANN,50,cosine,False,,0.0537615151725816,0.0606905750434666,0.410828025477707,0.0328556263269639,0.0395914387451418,0.1191624827215478,920.0,3.240976645435244,0.1620488322717621,0.2460472040565101,8.762740990108094,0.2958245842662713,0.0289215099640619,0.8181661742337236,0.8759098370182684,UserFairANN,uniform,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0181898296527693
UserFairANN,250,cosine,False,,0.0779569238645406,0.0891427650750132,0.505307855626327,0.0458598726114649,0.0564127113669249,0.1653720719098546,499.0,0.4861995753715499,0.0243099787685774,0.0925938272830869,7.345878650708169,0.3951405278782522,0.0383104614728201,0.9722793318807074,0.9830988877545528,UserFairANN,approx_degree,False,10.0,58.0,0$5,1.0,,,,,,,,,58.0,,,0.0666547211741743
ItemANNfaissLSH,50,cosine,False,,0.0019145239051229,0.0021126331929466,0.0222929936305732,0.0011146496815286,0.0012647612062494,0.0055395494424994,1251.0,18.70700636942675,0.9353503184713376,0.3751738943346621,9.337136528659272,0.0147644580617971,0.0011997415757612,0.6926105166570469,0.6638017366037757,ItemANNfaissLSH,nan,,,,,,,,,,,,,8.0,26.0,,,0.570958514207222
ItemANNfaissLSH,100,cosine,False,,0.0009326733819494,0.0013999471880163,0.0159235668789808,0.0008492569002123,0.0005549092118204,0.0016771670387256,1207.0,19.03927813163482,0.951963906581741,0.3436174907831671,9.26338219127902,0.0089030863951307,0.0006636302172786,0.8466875807344529,0.7428899953135623,ItemANNfaissLSH,nan,,,,,,,,,,,,,8.0,26.0,,,0.7855296119539663
ItemANNfaissLSH,250,cosine,False,,0.0011139949732566,0.0010767132006275,0.0159235668789808,0.0008492569002123,0.000764948927527,0.0028180462495749,1108.0,19.42887473460722,0.971443736730361,0.3035031059033442,9.092876819277905,0.0109313237605065,0.0008167195249158,1.0,0.8417256755763988,ItemANNfaissLSH,nan,,,,,,,,,,,,,8.0,26.0,,,0.9846227843865843
UserANNOY,50,angular,False,,0.1763574770727721,0.2189164644494259,0.7622080679405521,0.0944798301486199,0.117655484757753,0.2961146253193344,402.0,0.2972399150743099,0.0148619957537154,0.1047617021075383,7.574295144724616,0.8537531476490327,0.0845214265166852,0.9521486898461232,0.9897323061783694,UserANNOY,nan,,,,,,,,,,,,,,,4.0,-1.0,0.0530785562632696
UserANNOY,250,angular,False,,0.1576228172048731,0.201437795605472,0.7133757961783439,0.0874203821656051,0.1043636678852349,0.2595400763046836,187.0,0.0010615711252653,5.307855626326964e-05,0.0607134356918025,6.769493504546095,0.7429755646015174,0.0730465171697024,1.0,0.9999636869721232,UserANNOY,nan,,,,,,,,,,,,,,,4.0,-1.0,0.2653927813163482
UserANNOY,100,angular,False,,0.1733843103755792,0.2182372972888673,0.7484076433121019,0.0937898089171974,0.1149573698755828,0.2897698684998284,281.0,0.0881104033970276,0.0044055201698513,0.0843148334665223,7.2487681740344465,0.8283429529751853,0.081907178389827,0.9902815574742274,0.9969773625796844,UserANNOY,nan,,,,,,,,,,,,,,,4.0,-1.0,0.1061571125265392
