Algorithm,nn,sim,bin,strat,val,h,nt,thres,w,nDCGRendle2020,Recall,HR,Precision,MAP,MRR,ItemCoverage,ACLT,APLT,Gini,SEntropy,EFD,EPC,PopREO,PopRSP,Filename_Model,CR
UserFairANN,100,jaccard,False,no_sampling,False,1,2,0$5,1,0.1631376656748055,0.2039112487085384,0.7388535031847133,0.0903927813163482,0.1081510564708243,0.272263767233054,249.0,0.0445859872611464,0.0022292993630573,0.0740011222548496,7.06782922882731,0.7808874919801465,0.0769839697310868,0.9959617245153772,0.9984726658703872,UserFairANN,0.758155615959178
ItemFairANN,50,jaccard,False,no_sampling,False,1,2,0$5,1,0.1593814717298207,0.1999817288208302,0.7292993630573248,0.0886411889596602,0.1076863849537123,0.2623969856944458,463.0,0.3259023354564755,0.0162951167728237,0.1009558868729286,7.529167720652442,0.7927523419281252,0.0793067845838614,0.9591371233060744,0.9887314769795718,ItemFairANN,0.7504336570719122
ItemFairANN,100,jaccard,False,uniform,False,1,2,0$5,1,0.0217413754033914,0.0268038511384825,0.2261146496815286,0.0136942675159235,0.0147871494265829,0.0505918492175172,1268.0,11.875796178343949,0.5937898089171973,0.4216722858219176,9.52272476769837,0.1353482633444419,0.0128362900585034,0.209677444471956,0.3333229775265843,ItemFairANN,0.0703355449110232
ItemFairANN,50,jaccard,False,rank,False,1,2,0$5,1,0.0244793815111954,0.0281167763344198,0.2441613588110403,0.0152866242038216,0.0161506614223665,0.0568108608200994,1245.0,11.55732484076433,0.5778662420382165,0.4062040044953244,9.48940195602058,0.154852521558797,0.014501999110663,0.1142901104706816,0.362168191084064,ItemFairANN,0.0362384321425741
ItemFairANN,250,jaccard,False,rank,False,1,2,0$5,1,0.0197875306069173,0.0246116062699248,0.2186836518046709,0.013588110403397,0.0140005177154168,0.0428051393356011,1296.0,12.104033970276008,0.6052016985138005,0.453922611701398,9.635757270112151,0.125693472290909,0.0118385935918088,0.2709841917389088,0.3120327784281302,ItemFairANN,0.1649509329130308
ItemFairANN,250,jaccard,False,approx_degree,False,1,2,0$5,1,0.0188384475134702,0.0237235368829129,0.2144373673036093,0.0131634819532908,0.0127287630693696,0.0427623489681031,1286.0,12.48407643312102,0.6242038216560509,0.4321194224170405,9.573773401242995,0.1243673231424194,0.0117249282637246,0.2511556643924414,0.2753783524283687,ItemFairANN,0.1638315693543132
ItemFairANN,250,jaccard,False,opt,False,1,2,0$5,1,0.0227006415652098,0.0257274263914196,0.2452229299363057,0.0153397027600849,0.0173008329379419,0.0577772709726329,1272.0,11.951167728237792,0.5975583864118897,0.4281901118629587,9.544369985379175,0.1556856994445531,0.0146102200793379,0.2560774424743787,0.3263505239123491,ItemFairANN,0.1642668774049256
ItemFairANN,100,jaccard,False,opt,False,1,2,0$5,1,0.0243528637279118,0.0275960501068749,0.2537154989384289,0.0158704883227176,0.0175538184717282,0.0598948308450438,1290.0,11.617834394904458,0.5808917197452229,0.4178237555501966,9.506880234403178,0.1648414272199597,0.0154093916985455,0.1643753179968621,0.3567628821131696,ItemFairANN,0.0706927066364941
ItemFairANN,250,jaccard,False,no_sampling,False,1,2,0$5,1,0.1322607671485179,0.1630875840516876,0.6985138004246284,0.0746815286624204,0.0895488141414814,0.2439494376899476,473.0,0.3747346072186836,0.0187367303609341,0.1240383993997825,7.827688627303117,0.6931346384915918,0.0690284276697064,0.95637451111032,0.9870219593623608,ItemFairANN,0.7504336570719122
ItemFairANN,100,jaccard,False,no_sampling,False,1,2,0$5,1,0.1545384892118639,0.1935757942578043,0.7282377919320594,0.0863588110403397,0.1028153612107598,0.262058806717017,417.0,0.232484076433121,0.011624203821656,0.108636082069614,7.6264886206337295,0.7774304551795794,0.077819211211038,0.9580666422426956,0.9919864363547392,ItemFairANN,0.7504336570719122
ItemFairANN,100,jaccard,False,rank,False,1,2,0$5,1,0.0196616466435647,0.021929907676848,0.2346072186836518,0.0145435244161358,0.0156170362436076,0.050322947225,1268.0,11.71443736730361,0.5857218683651805,0.4157966039181194,9.500767610839086,0.143690887177166,0.0135842161107886,0.2575027304240467,0.3480607859879941,ItemFairANN,0.0707317797990648
ItemFairANN,250,jaccard,False,uniform,False,1,2,0$5,1,0.0237504884452509,0.0285432453039358,0.2515923566878981,0.015552016985138,0.0166820130833855,0.0566069636000223,1285.0,12.06687898089172,0.603343949044586,0.4279921410636514,9.557927243005553,0.1503725952749556,0.0144024881459146,0.4128233581691623,0.3155347530972884,ItemFairANN,0.1623566950488249
ItemFairANN,50,jaccard,False,uniform,False,1,2,0$5,1,0.0247523895376696,0.0292156983850963,0.2526539278131635,0.0162420382165605,0.0175224130076257,0.0569219067242178,1248.0,11.213375796178344,0.5606687898089173,0.4051065748056941,9.46066371240342,0.1601931865931593,0.0152477251152692,0.2113173345943176,0.3922453411057646,ItemFairANN,0.0361278165696625
ItemFairANN,50,jaccard,False,opt,False,1,2,0$5,1,0.0229988220064581,0.0302453759133687,0.2558386411889596,0.0161358811040339,0.0158687344624752,0.051608601575448,1226.0,11.115711252653927,0.5557855626326965,0.3841207243587619,9.388717308776467,0.1501654555804046,0.014334399407559,0.2547936709909726,0.400590166462529,ItemFairANN,0.0361712923421004
ItemFairANN,50,jaccard,False,approx_degree,False,1,2,0$5,1,0.0239064588916437,0.0291967054611888,0.2611464968152866,0.015764331210191,0.0160446200931931,0.0522432632407539,1244.0,10.5,0.525,0.3867593630258013,9.424506573466408,0.147467782296519,0.0139598764958676,0.2237069135209175,0.45131271812904,ItemFairANN,0.0362153184407716
ItemFairANN,100,jaccard,False,approx_degree,False,1,2,0$5,1,0.021260475259624,0.0259531198102857,0.2208067940552017,0.0140127388535031,0.0147699712668913,0.0482733130620176,1269.0,12.493630573248408,0.6246815286624204,0.4343710250190326,9.571044069790752,0.1385428191657073,0.0129848947827942,0.1440648537318437,0.2744368208990007,ItemFairANN,0.0706228152048534
