Type,Algorithm,Similarity,Algorithm_Variant,Hypervolume,Points_in_Frontier,Total_Points,Threshold
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.25],0.10695572848295559,2,3,0.25
User,UserFairANN_uniform,jaccard,UserFairANN_uniform (jaccard) [th: 0.5],0.10639476586125902,2,3,0.5
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.05],0.10638252168553182,2,3,0.05
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.25],0.10621643251380697,1,3,0.25
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.05],0.10563567160484737,3,3,0.05
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.05],0.10549988659595583,3,3,0.05
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.25],0.10476347640624278,3,3,0.25
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.5],0.10449046107433575,3,3,0.5
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.05],0.09532383422669023,3,3,0.05
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.05],0.09443920337789996,3,3,0.05
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.05],0.09423210022817509,3,3,0.05
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.25],0.09401247964760652,3,3,0.25
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.25],0.09242870142262484,3,3,0.25
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.25],0.09180874112255938,3,3,0.25
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.05],0.09152763960952295,3,3,0.05
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.25],0.09115098570568807,3,3,0.25
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.5],0.08661002798957733,3,3,0.5
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.5],0.08536710645831566,3,3,0.5
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.5],0.0849105994630141,3,3,0.5
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.5],0.08416740902636434,1,3,0.5
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.5],0.08087611006095577,3,3,0.5
User,UserFairANN_uniform,jaccard,UserFairANN_uniform (jaccard) [th: 0.95],0.07639726096415608,3,3,0.95
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.95],0.0763966620888856,3,3,0.95
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.95],0.07639657723565682,3,3,0.95
