Type,Algorithm,Similarity,Algorithm_Variant,Hypervolume,Points_in_Frontier,Total_Points,Threshold
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.5],0.0006233034041308323,3,3,0.5
User,UserMinhashing,jaccard,UserMinhashing (jaccard) [th: 0.75],0.0006052351283665176,1,3,0.75
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.05],0.000582505715206654,3,3,0.05
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.05],0.0005716490049422619,3,3,0.05
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.05],0.0005670237166394884,3,3,0.05
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.25],0.0005585691434531722,3,3,0.25
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.25],0.0005507977980526024,3,3,0.25
User,UserFairANN_uniform,jaccard,UserFairANN_uniform (jaccard) [th: 0.75],0.000545950587502801,3,3,0.75
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.05],0.0005448679769529918,3,3,0.05
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.25],0.0005445366067949835,3,3,0.25
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.5],0.0005238953959348519,2,3,0.5
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.25],0.0005155102934974649,3,3,0.25
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.75],0.0005034707516657379,3,3,0.75
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.75],0.0005027607603753168,3,3,0.75
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.75],0.000502012833501675,3,3,0.75
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.05],0.00048704305949740076,3,3,0.05
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.05],0.00048066284059291887,3,3,0.05
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.5],0.0004714603658830253,3,3,0.5
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.95],0.0004713539586977596,3,3,0.95
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.25],0.0004655497172660377,3,3,0.25
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.75],0.0004474997295209115,3,3,0.75
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.95],0.0004367610341711786,3,3,0.95
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.95],0.00043532232629144957,1,3,0.95
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.95],0.0004352901041769072,1,3,0.95
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.95],0.00043524619085266416,1,3,0.95
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.95],0.00043523554519830216,3,3,0.95
User,UserFairANN_uniform,jaccard,UserFairANN_uniform (jaccard) [th: 0.05],0.00032178519376428993,2,3,0.05
User,UserFairANN_uniform,jaccard,UserFairANN_uniform (jaccard) [th: 0.25],0.00031824284728236866,2,3,0.25
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.5],0.00031600747261428363,3,3,0.5
User,UserFairANN_uniform,jaccard,UserFairANN_uniform (jaccard) [th: 0.5],0.0003120657999184972,2,3,0.5
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.5],0.0003112782317257326,3,3,0.5
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.25],0.000309720158886035,2,3,0.25
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.05],0.0003076705180067067,2,3,0.05
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.25],0.0003055817250742594,1,3,0.25
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.05],0.00030241825799508335,3,3,0.05
User,UserFairANN_approx_degree,jaccard,UserFairANN_approx_degree (jaccard) [th: 0.5],0.00030181734990998354,3,3,0.5
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.05],0.0003014946069103231,3,3,0.05
User,UserFairANN_opt,jaccard,UserFairANN_opt (jaccard) [th: 0.25],0.000298278294801108,3,3,0.25
